item;alias;description;sessionuid;road;stretchs;pk;sentido
1124;NG-MAG-ITS-2;NG-MAG-ITS-2;NG-MAG-ITS-2;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1125;NG-MAGDIF-A1-SC;NG-MAGDIF-A1-SC;NG-MAGDIF-A1-SC;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1126;NG-MAGDIF-A2-SM;NG-MAGDIF-A2-SM;NG-MAGDIF-A2-SM;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1127;NG-INT-CSA-SAI;NG-INT-CSA-SAI;NG-INT-CSA-SAI;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1128;NG-MAGDIF-MAN-CSA-SAI;NG-MAGDIF-MAN-CSA-SAI;NG-MAGDIF-MAN-CSA-SAI;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1129;NG-MAGDIF-AA1-SC;NG-MAGDIF-AA1-SC;NG-MAGDIF-AA1-SC;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1130;NG-MAGDIF-AA2-SC;NG-MAGDIF-AA2-SC;NG-MAGDIF-AA2-SC;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1131;NG-MAGDIF-AE4-SC;NG-MAGDIF-AE4-SC;NG-MAGDIF-AE4-SC;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1132;NG-MAGDIF-AA10-SM;NG-MAGDIF-AA10-SM;NG-MAGDIF-AA10-SM;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1133;NG-MAGDIF-AE7-SM;NG-MAGDIF-AE7-SM;NG-MAGDIF-AE7-SM;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1134;NG-MAGDIF-AA9-SM;NG-MAGDIF-AA9-SM;NG-MAGDIF-AA9-SM;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1135;NG-MAGDIF-A15-SC;NG-MAGDIF-A15-SC;NG-MAGDIF-A15-SC;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1136;NG-MAGDIF-A16-SM;NG-MAGDIF-A16-SM;NG-MAGDIF-A16-SM;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1137;LQ-MAGDIF-FIBRA;LQ-MAGDIF-FIBRA;LQ-MAGDIF-FIBRA;AP7 - AUSOL I;LQ-TUNEL;166+317;CA
1138;LQ-MAGDIF-CGBT-ITS1;LQ-MAGDIF-CGBT-ITS1;LQ-MAGDIF-CGBT-ITS1;AP7 - AUSOL I;LQ-TUNEL;166+317;CA
1139;NG-MAGDIF-MAN-ITS-2;NG-MAGDIF-MAN-ITS-2;NG-MAGDIF-MAN-ITS-2;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1140;NG-MAGDIF-CS-ITS-2;NG-MAGDIF-CS-ITS-2;NG-MAGDIF-CS-ITS-2;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1141;NG-MAGDIF-CF2-ITS-2;NG-MAGDIF-CF2-ITS-2;NG-MAGDIF-CF2-ITS-2;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1142;NG-MAGDIF-CF3-ITS-2;NG-MAGDIF-CF3-ITS-2;NG-MAGDIF-CF3-ITS-2;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1143;NG-MAGDIF-CF4-ITS-2;NG-MAGDIF-CF4-ITS-2;NG-MAGDIF-CF4-ITS-2;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1144;NG-MAGDIF-CF5-ITS-2;NG-MAGDIF-CF5-ITS-2;NG-MAGDIF-CF5-ITS-2;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1145;NG-MAGDIF-BF14.10-ITS-2;NG-MAGDIF-BF14.10-ITS-2;NG-MAGDIF-BF14.10-ITS-2;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1146;NG-MAGDIF-BF13.10-ITS-2;NG-MAGDIF-BF13.10-ITS-2;NG-MAGDIF-BF13.10-ITS-2;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1147;NG-MAGDIF-SMF-BC-ITS-2;NG-MAGDIF-SMF-BC-ITS-2;NG-MAGDIF-SMF-BC-ITS-2;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1148;NG-MAGDIF-CF6-ITS-2;NG-MAGDIF-CF6-ITS-2;NG-MAGDIF-CF6-ITS-2;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1152;NG-MAG-CSG;NG-MAG-CSG;NG-MAG-CSG;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1153;NG-MAGDIF-GA1-CSG;NG-MAGDIF-GA1-CSG;NG-MAGDIF-GA1-CSG;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1154;NG-MAGDIF-GA2-CSG;NG-MAGDIF-GA2-CSG;NG-MAGDIF-GA2-CSG;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1155;NG-MAGDIF-GE1-CSG;NG-MAGDIF-GE1-CSG;NG-MAGDIF-GE1-CSG;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1156;NG-MAGDIF-GF5-CSG;NG-MAGDIF-GF5-CSG;NG-MAGDIF-GF5-CSG;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1157;NG-MAGDIF-GF6-CSG;NG-MAGDIF-GF6-CSG;NG-MAGDIF-GF6-CSG;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1158;NG-MAGDIF-GF9-CSG;NG-MAGDIF-GF9-CSG;NG-MAGDIF-GF9-CSG;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1159;NG-MAGDIF-CIR-PRES-CSG;NG-MAGDIF-CIR-PRES-CSG;NG-MAGDIF-CIR-PRES-CSG;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1160;NG-INT-CGBT;NG-INT-CGBT;NG-INT-CGBT;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1161;NG-CONT-CONM-RED-CGBT;NG-CONT-CONM-RED-CGBT;NG-CONT-CONM-RED-CGBT;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1162;NG-CONT-CONM-GRUPO-CGBT;NG-CONT-CONM-GRUPO-CGBT;NG-CONT-CONM-GRUPO-CGBT;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1163;NG-MAGDIF-SER-AUX-GE-CGBT;NG-MAGDIF-SER-AUX-GE-CGBT;NG-MAGDIF-SER-AUX-GE-CGBT;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1164;NG-INT-CSA-RED-CGBT;NG-INT-CSA-RED-CGBT;NG-INT-CSA-RED-CGBT;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1165;NG-MAGDIF-CS4;NG-MAGDIF-CS4;NG-MAGDIF-CS4;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1166;NG-INT-BAT-COND-CGBT;NG-INT-BAT-COND-CGBT;NG-INT-BAT-COND-CGBT;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1167;NG-MAGDIF-CS17;NG-MAGDIF-CS17;NG-MAGDIF-CS17;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1168;NG-INT-CSV-CGBT;NG-INT-CSV-CGBT;NG-INT-CSV-CGBT;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1169;NG-INT-CS-SAI-CGBT;NG-INT-CS-SAI-CGBT;NG-INT-CS-SAI-CGBT;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1170;NG-INT-CS-PCI-CGBT;NG-INT-CS-PCI-CGBT;NG-INT-CS-PCI-CGBT;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1171;NG-MAGDIF-CS-BT-CGBT;NG-MAGDIF-CS-BT-CGBT;NG-MAGDIF-CS-BT-CGBT;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1172;NG-MAGDIF-CS-BT;NG-MAGDIF-CS-BT;NG-MAGDIF-CS-BT;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1173;NG-MAG-A1-BT;NG-MAG-A1-BT;NG-MAG-A1-BT;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1174;NG-MAG-E1-BT;NG-MAG-E1-BT;NG-MAG-E1-BT;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1175;NG-MAG-F1-BT;NG-MAG-F1-BT;NG-MAG-F1-BT;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1176;NG-MAG-F2-BT;NG-MAG-F2-BT;NG-MAG-F2-BT;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1177;NG-MAGDIF-CS-ITS;NG-MAGDIF-CS-ITS;NG-MAGDIF-CS-ITS;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1178;NG-MAG-A1-ITS;NG-MAG-A1-ITS;NG-MAG-A1-ITS;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1179;NG-MAG-E1-ITS;NG-MAG-E1-ITS;NG-MAG-E1-ITS;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1180;NG-MAG-F1-ITS;NG-MAG-F1-ITS;NG-MAG-F1-ITS;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1181;NG-MAG-F2-ITS;NG-MAG-F2-ITS;NG-MAG-F2-ITS;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1182;NG-INT-CS-SAI;NG-INT-CS-SAI;NG-INT-CS-SAI;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1183;NG-MAGDIF-CSA-SAI-CS-SAI;NG-MAGDIF-CSA-SAI-CS-SAI;NG-MAGDIF-CSA-SAI-CS-SAI;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1184;NG-MAGDIF-ITS-1-SAI;NG-MAGDIF-ITS-1-SAI;NG-MAGDIF-ITS-1-SAI;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1185;NG-MAGDIF-CS-ITS-SAI;NG-MAGDIF-CS-ITS-SAI;NG-MAGDIF-CS-ITS-SAI;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1186;NG-MAGDIF-CS-PCI-SAI;NG-MAGDIF-CS-PCI-SAI;NG-MAGDIF-CS-PCI-SAI;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1187;NG-MAGDIF-CSG-SAI;NG-MAGDIF-CSG-SAI;NG-MAGDIF-CSG-SAI;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1188;NG-MAGDIF-ITS-2-SAI;NG-MAGDIF-ITS-2-SAI;NG-MAGDIF-ITS-2-SAI;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1189;NG-MAG-ITS-1;NG-MAG-ITS-1;NG-MAG-ITS-1;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1190;NG-MAGDIF-MAN-ITS-1;NG-MAGDIF-MAN-ITS-1;NG-MAGDIF-MAN-ITS-1;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1191;NG-MAGDIF-BF10-ITS-1;NG-MAGDIF-BF10-ITS-1;NG-MAGDIF-BF10-ITS-1;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1192;NG-MAGDIF-BF11-ITS-1;NG-MAGDIF-BF11-ITS-1;NG-MAGDIF-BF11-ITS-1;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1193;NG-MAGDIF-MAN-CT;NG-MAGDIF-MAN-CT;NG-MAGDIF-MAN-CT;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1194;NG-MAGDIF-BF12-ITS-1;NG-MAGDIF-BF12-ITS-1;NG-MAGDIF-BF12-ITS-1;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1195;NG-MAGDIF-BF13.1-ITS-1;NG-MAGDIF-BF13.1-ITS-1;NG-MAGDIF-BF13.1-ITS-1;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1196;NG-MAGDIF-BF13.2-ITS-1;NG-MAGDIF-BF13.2-ITS-1;NG-MAGDIF-BF13.2-ITS-1;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1197;NG-MAGDIF-BF13.3-ITS-1;NG-MAGDIF-BF13.3-ITS-1;NG-MAGDIF-BF13.3-ITS-1;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1198;NG-MAGDIF-BF13.4-ITS-1;NG-MAGDIF-BF13.4-ITS-1;NG-MAGDIF-BF13.4-ITS-1;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1199;NG-MAGDIF-BF13.5-ITS-1;NG-MAGDIF-BF13.5-ITS-1;NG-MAGDIF-BF13.5-ITS-1;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1200;NG-MAGDIF-BF13.6-ITS-1;NG-MAGDIF-BF13.6-ITS-1;NG-MAGDIF-BF13.6-ITS-1;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1201;NG-MAGDIF-BF13.7-ITS-1;NG-MAGDIF-BF13.7-ITS-1;NG-MAGDIF-BF13.7-ITS-1;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1202;NG-MAGDIF-BF13.8-ITS-1;NG-MAGDIF-BF13.8-ITS-1;NG-MAGDIF-BF13.8-ITS-1;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1203;NG-MAGDIF-BF13.9-ITS-1;NG-MAGDIF-BF13.9-ITS-1;NG-MAGDIF-BF13.9-ITS-1;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1204;NG-MAGDIF-SMF-SC-ITS-1;NG-MAGDIF-SMF-SC-ITS-1;NG-MAGDIF-SMF-SC-ITS-1;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1205;NG-MAGDIF-BF14.1-ITS-1;NG-MAGDIF-BF14.1-ITS-1;NG-MAGDIF-BF14.1-ITS-1;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1206;NG-MAGDIF-BF14.2-ITS-1;NG-MAGDIF-BF14.2-ITS-1;NG-MAGDIF-BF14.2-ITS-1;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1207;NG-MAGDIF-BF14.3-ITS-1;NG-MAGDIF-BF14.3-ITS-1;NG-MAGDIF-BF14.3-ITS-1;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1208;NG-MAGDIF-BF14.4-ITS-1;NG-MAGDIF-BF14.4-ITS-1;NG-MAGDIF-BF14.4-ITS-1;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1209;NG-MAGDIF-BF14.5-ITS-1;NG-MAGDIF-BF14.5-ITS-1;NG-MAGDIF-BF14.5-ITS-1;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1210;NG-MAGDIF-BF14.6-ITS-1;NG-MAGDIF-BF14.6-ITS-1;NG-MAGDIF-BF14.6-ITS-1;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1211;NG-MAGDIF-BF14.7-ITS-1;NG-MAGDIF-BF14.7-ITS-1;NG-MAGDIF-BF14.7-ITS-1;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1212;NG-MAGDIF-BF14.8-ITS-1;NG-MAGDIF-BF14.8-ITS-1;NG-MAGDIF-BF14.8-ITS-1;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1213;NG-MAGDIF-BF14.9-ITS-1;NG-MAGDIF-BF14.9-ITS-1;NG-MAGDIF-BF14.9-ITS-1;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1214;NG-MAGDIF-SMF-SM-ITS-1;NG-MAGDIF-SMF-SM-ITS-1;NG-MAGDIF-SMF-SM-ITS-1;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1215;NG-MAGDIF-BF15-ITS-1;NG-MAGDIF-BF15-ITS-1;NG-MAGDIF-BF15-ITS-1;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1216;NG-MAGDIF-BF16-ITS-1;NG-MAGDIF-BF16-ITS-1;NG-MAGDIF-BF16-ITS-1;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1217;NG-MAGDIF-CGBT-ITS-1;NG-MAGDIF-CGBT-ITS-1;NG-MAGDIF-CGBT-ITS-1;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1218;NG-MAGDIF-BF18-ITS-1;NG-MAGDIF-BF18-ITS-1;NG-MAGDIF-BF18-ITS-1;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1219;NG-MAGDIF-OP-VODAFONE;NG-MAGDIF-OP-VODAFONE;NG-MAGDIF-OP-VODAFONE;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1220;NG-MAGDIF-OP-MOVISTAR;NG-MAGDIF-OP-MOVISTAR;NG-MAGDIF-OP-MOVISTAR;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1222;NG-MAGDIF-SMF-BM-ITS-1;NG-MAGDIF-SMF-BM-ITS-1;NG-MAGDIF-SMF-BM-ITS-1;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1223;NG-MAGDIF-BF19-ITS-1;NG-MAGDIF-BF19-ITS-1;NG-MAGDIF-BF19-ITS-1;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1224;NG-MAGDIF-BF20-ITS-1;NG-MAGDIF-BF20-ITS-1;NG-MAGDIF-BF20-ITS-1;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1225;NG-MAGDIF-LAZO;NG-MAGDIF-LAZO;NG-MAGDIF-LAZO;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1229;NG-EKOR-RPG-UCT-BM;NG-EKOR-RPG-UCT-BM;NG-EKOR-RPG-UCT-BM;AP7 - AUSOL I;NG-TUNEL;195+719;MA
1231;STM2-INT-CSG;STM2-INT-CSG;STM2-INT-CSG;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1232;STM2-MAGDIF-GA1;STM2-MAGDIF-GA1;STM2-MAGDIF-GA1;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1233;STM2-MAGDIF-GA2;STM2-MAGDIF-GA2;STM2-MAGDIF-GA2;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1234;STM2-MAGDIF-GE1;STM2-MAGDIF-GE1;STM2-MAGDIF-GE1;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1235;STM2-MAGDIF-GF5;STM2-MAGDIF-GF5;STM2-MAGDIF-GF5;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1236;STM2-MAGDIF-GF6;STM2-MAGDIF-GF6;STM2-MAGDIF-GF6;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1237;STM2-MAGDIF-GF9;STM2-MAGDIF-GF9;STM2-MAGDIF-GF9;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1238;STM2-MAGDIF-CIR-PRES-CSG;STM2-MAGDIF-CIR-PRES-CSG;STM2-MAGDIF-CIR-PRES-CSG;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1239;STM2-MAGDIF-CS-ITS;STM2-MAGDIF-CS-ITS;STM2-MAGDIF-CS-ITS;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1240;STM2-MAG-A1-ITS;STM2-MAG-A1-ITS;STM2-MAG-A1-ITS;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1241;STM2-MAG-E1-ITS;STM2-MAG-E1-ITS;STM2-MAG-E1-ITS;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1242;STM2-MAG-F1-ITS;STM2-MAG-F1-ITS;STM2-MAG-F1-ITS;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1243;STM2-MAG-F2-ITS;STM2-MAG-F2-ITS;STM2-MAG-F2-ITS;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1245;MM-MAGDIF-FIBRA;MM-MAGDIF-FIBRA;MM-MAGDIF-FIBRA;AP7 - AUSOL I;MM-TUNEL;166+727;MA
1247;CH-MAGDIF-CGBT-ITS1;CH-MAGDIF-CGBT-ITS1;CH-MAGDIF-CGBT-ITS1;AP7 - AUSOL I;CH-TUNEL;13+825;CA
1248;CH-MAGDIF-SMF-PEAJE;CH-MAGDIF-SMF-PEAJE;CH-MAGDIF-SMF-PEAJE;AP7 - AUSOL I;CH-TUNEL;13+825;CA
1249;CH-MAGDIF-INF-VELO;CH-MAGDIF-INF-VELO;CH-MAGDIF-INF-VELO;AP7 - AUSOL I;CH-TUNEL;13+825;CA
1250;STM2-MAGDIF-CS-ITS-CS-SAI;STM2-MAGDIF-CS-ITS-CS-SAI;STM2-MAGDIF-CS-ITS-CS-SAI;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1251;CH-MAGDIF-VELOCIMETRO;CH-MAGDIF-VELOCIMETRO;CH-MAGDIF-VELOCIMETRO;AP7 - AUSOL I;CH-TUNEL;13+825;CA
1252;CAS-EKOR-RPG-UCT-SECC;CAS-EKOR-RPG-UCT-SECC;CAS-EKOR-RPG-UCT-SECC;AP7 - AUSOL I;CAS-TUNEL;166+317;CA
1253;CAS-EKOR-RPG-UCT-BC;CAS-EKOR-RPG-UCT-BC;CAS-EKOR-RPG-UCT-BC;AP7 - AUSOL I;CAS-TUNEL;166+317;CA
1254;COR-EKOR-RPG-UCT-BM;COR-EKOR-RPG-UCT-BM;COR-EKOR-RPG-UCT-BM;AP7 - AUSOL II;COR-TUNEL;151+823;CA
1255;COR-INT-MT-CGBT-B;COR-INT-MT-CGBT-B;COR-INT-MT-CGBT-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
1256;COR-EKOR-RPG-UCT-SECC;COR-EKOR-RPG-UCT-SECC;COR-EKOR-RPG-UCT-SECC;AP7 - AUSOL II;COR-TUNEL;151+823;CA
1257;EST-MAGDIF-CS05;EST-MAGDIF-CS05;EST-MAGDIF-CS05;AP7 - AUSOL II;EST-TUNEL;177+229;CA
1258;COR-MAGDIF-METEO;COR-MAGDIF-METEO;COR-MAGDIF-METEO;AP7 - AUSOL II;COR-TUNEL;151+823;CA
1259;STM2-MAG-ITS-1;STM2-MAG-ITS-1;STM2-MAG-ITS-1;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1260;STM2-MAGDIF-MAN-ITS-1;STM2-MAGDIF-MAN-ITS-1;STM2-MAGDIF-MAN-ITS-1;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1261;STM2-MAGDIF-BF10;STM2-MAGDIF-BF10;STM2-MAGDIF-BF10;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1262;STM2-MAGDIF-BF11;STM2-MAGDIF-BF11;STM2-MAGDIF-BF11;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1263;STM2-MAGDIF-BF13.1;STM2-MAGDIF-BF13.1;STM2-MAGDIF-BF13.1;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1264;STM2-MAGDIF-BF13.2;STM2-MAGDIF-BF13.2;STM2-MAGDIF-BF13.2;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1265;STM2-MAGDIF-BF13.3;STM2-MAGDIF-BF13.3;STM2-MAGDIF-BF13.3;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1266;STM2-MAGDIF-BF14.1;STM2-MAGDIF-BF14.1;STM2-MAGDIF-BF14.1;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1267;STM2-MAGDIF-BF14.2;STM2-MAGDIF-BF14.2;STM2-MAGDIF-BF14.2;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1268;STM2-MAGDIF-BF14.3;STM2-MAGDIF-BF14.3;STM2-MAGDIF-BF14.3;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1269;STM2-MAGDIF-BF15;STM2-MAGDIF-BF15;STM2-MAGDIF-BF15;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1271;STM2-MAGDIF-BF19;STM2-MAGDIF-BF19;STM2-MAGDIF-BF19;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1272;STM2-MAGDIF-BF20;STM2-MAGDIF-BF20;STM2-MAGDIF-BF20;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1273;STM2-MAGDIF-BF21;STM2-MAGDIF-BF21;STM2-MAGDIF-BF21;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1274;STM2-MAGDIF-BF22;STM2-MAGDIF-BF22;STM2-MAGDIF-BF22;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1275;STM2-MAGDIF-BF29;STM2-MAGDIF-BF29;STM2-MAGDIF-BF29;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1276;STM2-MAGDIF-OP-MOVISTAR;STM2-MAGDIF-OP-MOVISTAR;STM2-MAGDIF-OP-MOVISTAR;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1277;STM2-MAGDIF-BF37;STM2-MAGDIF-BF37;STM2-MAGDIF-BF37;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1278;STM2-MAGDIF-BF26;STM2-MAGDIF-BF26;STM2-MAGDIF-BF26;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1279;STM2-MAGDIF-DET-LAZO;STM2-MAGDIF-DET-LAZO;STM2-MAGDIF-DET-LAZO;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1280;STM2-MAGDIF-VTA-ANE;STM2-MAGDIF-VTA-ANE;STM2-MAGDIF-VTA-ANE;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1281;STM2-MAGDIF-BF27;STM2-MAGDIF-BF27;STM2-MAGDIF-BF27;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1282;STM2-MAGDIF-BF28;STM2-MAGDIF-BF28;STM2-MAGDIF-BF28;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1283;STM2-MAGDIF-CGBT-ITS-1;STM2-MAGDIF-CGBT-ITS-1;STM2-MAGDIF-CGBT-ITS-1;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1284;STM2-MAGDIF-OP-VODAFONE;STM2-MAGDIF-OP-VODAFONE;STM2-MAGDIF-OP-VODAFONE;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1285;STM2-MAGDIF-BF24;STM2-MAGDIF-BF24;STM2-MAGDIF-BF24;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1286;STM2-MAGDIF-BF25;STM2-MAGDIF-BF25;STM2-MAGDIF-BF25;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1287;STM2-MAGDIF-BF30;STM2-MAGDIF-BF30;STM2-MAGDIF-BF30;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1288;STM2-MAGDIF-BF31;STM2-MAGDIF-BF31;STM2-MAGDIF-BF31;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1289;STM2-MAGDIF-BF32;STM2-MAGDIF-BF32;STM2-MAGDIF-BF32;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1290;STM2-MAGDIF-BF33;STM2-MAGDIF-BF33;STM2-MAGDIF-BF33;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1291;STM2-MAG-ITS-2;STM2-MAG-ITS-2;STM2-MAG-ITS-2;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1292;STM2-MAGDIF-MAN-ITS-2;STM2-MAGDIF-MAN-ITS-2;STM2-MAGDIF-MAN-ITS-2;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1293;STM2-MAGDIF-BF34;STM2-MAGDIF-BF34;STM2-MAGDIF-BF34;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1295;STM2-MAGDIF-BF36;STM2-MAGDIF-BF36;STM2-MAGDIF-BF36;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1296;STM2-MAGDIF-METEO;STM2-MAGDIF-METEO;STM2-MAGDIF-METEO;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1297;STM2-MAGDIF-BF38;STM2-MAGDIF-BF38;STM2-MAGDIF-BF38;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1298;STM2-MAGDIF-BF39;STM2-MAGDIF-BF39;STM2-MAGDIF-BF39;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
